id,category,title,visualType,visualItem,operandA,operandB,operator,correctAnswer,timerSeconds,optionsText,explanation
"q_coding_debugging_45","coding_debugging","Petunjuk menuju dapur: 'Maju 2 langkah, lalu melompat ke genteng rumah'. Mana petunjuk yang aneh?","shapes","🐞",0,0,"=",2,25,"[""Maju 2 langkah"",""Melompat ke genteng rumah"",""Menuju dapur""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_46","coding_debugging","Ibu menggambar buah apel warna merah. Alif mewarnai daunnya dengan warna cokelat tua gelap sekali seperti tanah. Agar lebih segar, warna daun yang benar adalah...","shapes","🐞",0,0,"=",1,25,"[""Hijau"",""Ungu"",""Hitam""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_47","coding_debugging","Mobil mainan tidak bisa berjalan karena rodanya lepas. Cara memperbaiki (debugging) mobil tersebut adalah...","shapes","🐞",0,0,"=",1,25,"[""Memasang kembali rodanya"",""Mencuci kaca mobil"",""Mengecat mobil""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_48","coding_debugging","Senter tidak menyala saat ditekan tombolnya. Apa yang perlu diperiksa terlebih dahulu?","shapes","🐞",0,0,"=",1,25,"[""Baterai di dalam senter"",""Warna wadah senter"",""Tali senter""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_49","coding_debugging","Langkah mewarnai gambar: (1) Buka kotak krayon (2) Ambil krayon (3) Mewarnai dengan mata dipejamkan rapat. Mana yang keliru?","shapes","🐞",0,0,"=",2,25,"[""Ambil krayon"",""Mewarnai dengan mata dipejamkan"",""Buka kotak krayon""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_50","coding_debugging","Robot hendak menyiram bunga, tetapi malah menyiram sepatu Ayah. Kesalahan robot adalah...","shapes","🐞",0,0,"=",1,25,"[""Menyiram sasaran yang salah (sepatu)"",""Menggunakan wadah siram"",""Menyiram air""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_51","coding_debugging","Perintah memasak nasi: (1) Cuci beras (2) Masukkan ke rice cooker (3) Colokkan ke listrik (4) Masukkan mainan plastik. Langkah mana yang salah?","shapes","🐞",0,0,"=",3,25,"[""Langkah 3 (Colok listrik)"",""Langkah 1 (Cuci beras)"",""Langkah 4 (Masukkan mainan)""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_52","coding_debugging","Rani memakai baju hangat tebal saat udara di pantai sangat panas terik. Pakaian Rani...","shapes","🐞",0,0,"=",1,25,"[""Kurang tepat/salah kostum"",""Sudah sangat cocok"",""Sangat keren untuk berenang""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_53","coding_debugging","Robot berjalan lalu menabrak kursi karena tidak melihat ke depan. Apa yang harus diperbaiki dari Robot?","shapes","🐞",0,0,"=",1,25,"[""Tambahkan sensor/mata untuk melihat halangan"",""Mengecat baju robot"",""Beri robot makanan""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_54","coding_debugging","Perintah mewarnai laut: 'Warnai air laut dengan krayon warna MERAH TUA'. Agar gambar laut terlihat normal, warna krayon yang benar adalah...","shapes","🐞",0,0,"=",2,25,"[""Kuning"",""Biru"",""Hitam""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_55","coding_debugging","Urutan membuat es jus: (1) Potong buah (2) Masukkan batu bata (3) Nyalakan blender. Mana bahan yang salah?","shapes","🐞",0,0,"=",1,25,"[""Batu bata"",""Buah"",""Air""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_56","coding_debugging","Robot bertugas menyeduh susu hangat: (1) Tuang air hangat (2) Masukkan bubuk susu (3) Masukkan kecap asin. Langkah mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Langkah 3 (Kecap asin)"",""Langkah 1 (Air hangat)"",""Langkah 2 (Bubuk susu)""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_57","coding_debugging","Andi memakai pakaian sekolah: (1) Pakai celana (2) Pakai baju (3) Pakai sepatu di kepala. Apa yang salah?","shapes","🐞",0,0,"=",2,25,"[""Memakai celana"",""Memakai sepatu di kepala"",""Memakai baju""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_58","coding_debugging","Dino membuat sereal: (1) Tuang sereal ke mangkuk (2) Tuang susu (3) Pakai sisir untuk makan sereal. Mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Menggunakan sisir untuk makan"",""Mentuangkan sereal"",""Mentuangkan susu""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_59","coding_debugging","Petunjuk menuju dapur: 'Maju 2 langkah, lalu melompat ke genteng rumah'. Mana petunjuk yang aneh?","shapes","🐞",0,0,"=",3,25,"[""Maju 2 langkah"",""Menuju dapur"",""Melompat ke genteng rumah""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_60","coding_debugging","Ibu menggambar buah apel warna merah. Budi mewarnai daunnya dengan warna cokelat tua gelap sekali seperti tanah. Agar lebih segar, warna daun yang benar adalah...","shapes","🐞",0,0,"=",2,25,"[""Ungu"",""Hijau"",""Hitam""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_61","coding_debugging","Mobil mainan tidak bisa berjalan karena rodanya lepas. Cara memperbaiki (debugging) mobil tersebut adalah...","shapes","🐞",0,0,"=",2,25,"[""Mencuci kaca mobil"",""Memasang kembali rodanya"",""Mengecat mobil""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_62","coding_debugging","Senter tidak menyala saat ditekan tombolnya. Apa yang perlu diperiksa terlebih dahulu?","shapes","🐞",0,0,"=",2,25,"[""Warna wadah senter"",""Baterai di dalam senter"",""Tali senter""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_63","coding_debugging","Langkah mewarnai gambar: (1) Buka kotak krayon (2) Ambil krayon (3) Mewarnai dengan mata dipejamkan rapat. Mana yang keliru?","shapes","🐞",0,0,"=",3,25,"[""Ambil krayon"",""Buka kotak krayon"",""Mewarnai dengan mata dipejamkan""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_64","coding_debugging","Robot hendak menyiram bunga, tetapi malah menyiram sepatu Ayah. Kesalahan robot adalah...","shapes","🐞",0,0,"=",2,25,"[""Menggunakan wadah siram"",""Menyiram sasaran yang salah (sepatu)"",""Menyiram air""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_65","coding_debugging","Perintah memasak nasi: (1) Cuci beras (2) Masukkan ke rice cooker (3) Colokkan ke listrik (4) Masukkan mainan plastik. Langkah mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Langkah 4 (Masukkan mainan)"",""Langkah 3 (Colok listrik)"",""Langkah 1 (Cuci beras)""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_66","coding_debugging","Alif memakai baju hangat tebal saat udara di pantai sangat panas terik. Pakaian Alif...","shapes","🐞",0,0,"=",2,25,"[""Sangat keren untuk berenang"",""Kurang tepat/salah kostum"",""Sudah sangat cocok""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_67","coding_debugging","Robot berjalan lalu menabrak kursi karena tidak melihat ke depan. Apa yang harus diperbaiki dari Robot?","shapes","🐞",0,0,"=",1,25,"[""Tambahkan sensor/mata untuk melihat halangan"",""Mengecat baju robot"",""Beri robot makanan""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_68","coding_debugging","Perintah mewarnai laut: 'Warnai air laut dengan krayon warna MERAH TUA'. Agar gambar laut terlihat normal, warna krayon yang benar adalah...","shapes","🐞",0,0,"=",2,25,"[""Hitam"",""Biru"",""Kuning""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_69","coding_debugging","Urutan membuat es jus: (1) Potong buah (2) Masukkan batu bata (3) Nyalakan blender. Mana bahan yang salah?","shapes","🐞",0,0,"=",3,25,"[""Air"",""Buah"",""Batu bata""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_70","coding_debugging","Robot bertugas menyeduh susu hangat: (1) Tuang air hangat (2) Masukkan bubuk susu (3) Masukkan kecap asin. Langkah mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Langkah 3 (Kecap asin)"",""Langkah 2 (Bubuk susu)"",""Langkah 1 (Air hangat)""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_71","coding_debugging","Andi memakai pakaian sekolah: (1) Pakai celana (2) Pakai baju (3) Pakai sepatu di kepala. Apa yang salah?","shapes","🐞",0,0,"=",1,25,"[""Memakai sepatu di kepala"",""Memakai baju"",""Memakai celana""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_72","coding_debugging","Dino membuat sereal: (1) Tuang sereal ke mangkuk (2) Tuang susu (3) Pakai sisir untuk makan sereal. Mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Menggunakan sisir untuk makan"",""Mentuangkan sereal"",""Mentuangkan susu""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_73","coding_debugging","Petunjuk menuju dapur: 'Maju 2 langkah, lalu melompat ke genteng rumah'. Mana petunjuk yang aneh?","shapes","🐞",0,0,"=",2,25,"[""Menuju dapur"",""Melompat ke genteng rumah"",""Maju 2 langkah""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_74","coding_debugging","Ibu menggambar buah apel warna merah. Myesha mewarnai daunnya dengan warna cokelat tua gelap sekali seperti tanah. Agar lebih segar, warna daun yang benar adalah...","shapes","🐞",0,0,"=",1,25,"[""Hijau"",""Ungu"",""Hitam""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_75","coding_debugging","Mobil mainan tidak bisa berjalan karena rodanya lepas. Cara memperbaiki (debugging) mobil tersebut adalah...","shapes","🐞",0,0,"=",2,25,"[""Mengecat mobil"",""Memasang kembali rodanya"",""Mencuci kaca mobil""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_76","coding_debugging","Senter tidak menyala saat ditekan tombolnya. Apa yang perlu diperiksa terlebih dahulu?","shapes","🐞",0,0,"=",3,25,"[""Warna wadah senter"",""Tali senter"",""Baterai di dalam senter""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_77","coding_debugging","Langkah mewarnai gambar: (1) Buka kotak krayon (2) Ambil krayon (3) Mewarnai dengan mata dipejamkan rapat. Mana yang keliru?","shapes","🐞",0,0,"=",3,25,"[""Buka kotak krayon"",""Ambil krayon"",""Mewarnai dengan mata dipejamkan""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_78","coding_debugging","Robot hendak menyiram bunga, tetapi malah menyiram sepatu Ayah. Kesalahan robot adalah...","shapes","🐞",0,0,"=",3,25,"[""Menyiram air"",""Menggunakan wadah siram"",""Menyiram sasaran yang salah (sepatu)""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_79","coding_debugging","Perintah memasak nasi: (1) Cuci beras (2) Masukkan ke rice cooker (3) Colokkan ke listrik (4) Masukkan mainan plastik. Langkah mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Langkah 4 (Masukkan mainan)"",""Langkah 1 (Cuci beras)"",""Langkah 3 (Colok listrik)""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_80","coding_debugging","Budi memakai baju hangat tebal saat udara di pantai sangat panas terik. Pakaian Budi...","shapes","🐞",0,0,"=",3,25,"[""Sangat keren untuk berenang"",""Sudah sangat cocok"",""Kurang tepat/salah kostum""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_81","coding_debugging","Robot berjalan lalu menabrak kursi karena tidak melihat ke depan. Apa yang harus diperbaiki dari Robot?","shapes","🐞",0,0,"=",2,25,"[""Beri robot makanan"",""Tambahkan sensor/mata untuk melihat halangan"",""Mengecat baju robot""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_82","coding_debugging","Perintah mewarnai laut: 'Warnai air laut dengan krayon warna MERAH TUA'. Agar gambar laut terlihat normal, warna krayon yang benar adalah...","shapes","🐞",0,0,"=",3,25,"[""Hitam"",""Kuning"",""Biru""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_83","coding_debugging","Urutan membuat es jus: (1) Potong buah (2) Masukkan batu bata (3) Nyalakan blender. Mana bahan yang salah?","shapes","🐞",0,0,"=",1,25,"[""Batu bata"",""Buah"",""Air""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_84","coding_debugging","Robot bertugas menyeduh susu hangat: (1) Tuang air hangat (2) Masukkan bubuk susu (3) Masukkan kecap asin. Langkah mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Langkah 3 (Kecap asin)"",""Langkah 1 (Air hangat)"",""Langkah 2 (Bubuk susu)""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_85","coding_debugging","Andi memakai pakaian sekolah: (1) Pakai celana (2) Pakai baju (3) Pakai sepatu di kepala. Apa yang salah?","shapes","🐞",0,0,"=",1,25,"[""Memakai sepatu di kepala"",""Memakai baju"",""Memakai celana""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_86","coding_debugging","Dino membuat sereal: (1) Tuang sereal ke mangkuk (2) Tuang susu (3) Pakai sisir untuk makan sereal. Mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Menggunakan sisir untuk makan"",""Mentuangkan susu"",""Mentuangkan sereal""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_87","coding_debugging","Petunjuk menuju dapur: 'Maju 2 langkah, lalu melompat ke genteng rumah'. Mana petunjuk yang aneh?","shapes","🐞",0,0,"=",1,25,"[""Melompat ke genteng rumah"",""Menuju dapur"",""Maju 2 langkah""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_88","coding_debugging","Ibu menggambar buah apel warna merah. Zaid mewarnai daunnya dengan warna cokelat tua gelap sekali seperti tanah. Agar lebih segar, warna daun yang benar adalah...","shapes","🐞",0,0,"=",3,25,"[""Hitam"",""Ungu"",""Hijau""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_89","coding_debugging","Mobil mainan tidak bisa berjalan karena rodanya lepas. Cara memperbaiki (debugging) mobil tersebut adalah...","shapes","🐞",0,0,"=",2,25,"[""Mencuci kaca mobil"",""Memasang kembali rodanya"",""Mengecat mobil""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_90","coding_debugging","Senter tidak menyala saat ditekan tombolnya. Apa yang perlu diperiksa terlebih dahulu?","shapes","🐞",0,0,"=",3,25,"[""Warna wadah senter"",""Tali senter"",""Baterai di dalam senter""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_91","coding_debugging","Langkah mewarnai gambar: (1) Buka kotak krayon (2) Ambil krayon (3) Mewarnai dengan mata dipejamkan rapat. Mana yang keliru?","shapes","🐞",0,0,"=",1,25,"[""Mewarnai dengan mata dipejamkan"",""Ambil krayon"",""Buka kotak krayon""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_92","coding_debugging","Robot hendak menyiram bunga, tetapi malah menyiram sepatu Ayah. Kesalahan robot adalah...","shapes","🐞",0,0,"=",3,25,"[""Menyiram air"",""Menggunakan wadah siram"",""Menyiram sasaran yang salah (sepatu)""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_93","coding_debugging","Perintah memasak nasi: (1) Cuci beras (2) Masukkan ke rice cooker (3) Colokkan ke listrik (4) Masukkan mainan plastik. Langkah mana yang salah?","shapes","🐞",0,0,"=",2,25,"[""Langkah 3 (Colok listrik)"",""Langkah 4 (Masukkan mainan)"",""Langkah 1 (Cuci beras)""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_94","coding_debugging","Myesha memakai baju hangat tebal saat udara di pantai sangat panas terik. Pakaian Myesha...","shapes","🐞",0,0,"=",3,25,"[""Sangat keren untuk berenang"",""Sudah sangat cocok"",""Kurang tepat/salah kostum""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_95","coding_debugging","Robot berjalan lalu menabrak kursi karena tidak melihat ke depan. Apa yang harus diperbaiki dari Robot?","shapes","🐞",0,0,"=",3,25,"[""Mengecat baju robot"",""Beri robot makanan"",""Tambahkan sensor/mata untuk melihat halangan""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_96","coding_debugging","Perintah mewarnai laut: 'Warnai air laut dengan krayon warna MERAH TUA'. Agar gambar laut terlihat normal, warna krayon yang benar adalah...","shapes","🐞",0,0,"=",1,25,"[""Biru"",""Hitam"",""Kuning""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_97","coding_debugging","Urutan membuat es jus: (1) Potong buah (2) Masukkan batu bata (3) Nyalakan blender. Mana bahan yang salah?","shapes","🐞",0,0,"=",2,25,"[""Air"",""Batu bata"",""Buah""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_98","coding_debugging","Robot bertugas menyeduh susu hangat: (1) Tuang air hangat (2) Masukkan bubuk susu (3) Masukkan kecap asin. Langkah mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Langkah 3 (Kecap asin)"",""Langkah 2 (Bubuk susu)"",""Langkah 1 (Air hangat)""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_99","coding_debugging","Andi memakai pakaian sekolah: (1) Pakai celana (2) Pakai baju (3) Pakai sepatu di kepala. Apa yang salah?","shapes","🐞",0,0,"=",3,25,"[""Memakai baju"",""Memakai celana"",""Memakai sepatu di kepala""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_100","coding_debugging","Dino membuat sereal: (1) Tuang sereal ke mangkuk (2) Tuang susu (3) Pakai sisir untuk makan sereal. Mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Menggunakan sisir untuk makan"",""Mentuangkan sereal"",""Mentuangkan susu""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_101","coding_debugging","Petunjuk menuju dapur: 'Maju 2 langkah, lalu melompat ke genteng rumah'. Mana petunjuk yang aneh?","shapes","🐞",0,0,"=",2,25,"[""Maju 2 langkah"",""Melompat ke genteng rumah"",""Menuju dapur""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_102","coding_debugging","Ibu menggambar buah apel warna merah. Rani mewarnai daunnya dengan warna cokelat tua gelap sekali seperti tanah. Agar lebih segar, warna daun yang benar adalah...","shapes","🐞",0,0,"=",1,25,"[""Hijau"",""Hitam"",""Ungu""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_103","coding_debugging","Mobil mainan tidak bisa berjalan karena rodanya lepas. Cara memperbaiki (debugging) mobil tersebut adalah...","shapes","🐞",0,0,"=",3,25,"[""Mengecat mobil"",""Mencuci kaca mobil"",""Memasang kembali rodanya""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_104","coding_debugging","Senter tidak menyala saat ditekan tombolnya. Apa yang perlu diperiksa terlebih dahulu?","shapes","🐞",0,0,"=",1,25,"[""Baterai di dalam senter"",""Tali senter"",""Warna wadah senter""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_105","coding_debugging","Langkah mewarnai gambar: (1) Buka kotak krayon (2) Ambil krayon (3) Mewarnai dengan mata dipejamkan rapat. Mana yang keliru?","shapes","🐞",0,0,"=",2,25,"[""Ambil krayon"",""Mewarnai dengan mata dipejamkan"",""Buka kotak krayon""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_106","coding_debugging","Robot hendak menyiram bunga, tetapi malah menyiram sepatu Ayah. Kesalahan robot adalah...","shapes","🐞",0,0,"=",2,25,"[""Menyiram air"",""Menyiram sasaran yang salah (sepatu)"",""Menggunakan wadah siram""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_107","coding_debugging","Perintah memasak nasi: (1) Cuci beras (2) Masukkan ke rice cooker (3) Colokkan ke listrik (4) Masukkan mainan plastik. Langkah mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Langkah 4 (Masukkan mainan)"",""Langkah 1 (Cuci beras)"",""Langkah 3 (Colok listrik)""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_108","coding_debugging","Zaid memakai baju hangat tebal saat udara di pantai sangat panas terik. Pakaian Zaid...","shapes","🐞",0,0,"=",2,25,"[""Sudah sangat cocok"",""Kurang tepat/salah kostum"",""Sangat keren untuk berenang""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_109","coding_debugging","Robot berjalan lalu menabrak kursi karena tidak melihat ke depan. Apa yang harus diperbaiki dari Robot?","shapes","🐞",0,0,"=",1,25,"[""Tambahkan sensor/mata untuk melihat halangan"",""Mengecat baju robot"",""Beri robot makanan""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_110","coding_debugging","Perintah mewarnai laut: 'Warnai air laut dengan krayon warna MERAH TUA'. Agar gambar laut terlihat normal, warna krayon yang benar adalah...","shapes","🐞",0,0,"=",1,25,"[""Biru"",""Hitam"",""Kuning""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_111","coding_debugging","Urutan membuat es jus: (1) Potong buah (2) Masukkan batu bata (3) Nyalakan blender. Mana bahan yang salah?","shapes","🐞",0,0,"=",2,25,"[""Air"",""Batu bata"",""Buah""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_112","coding_debugging","Robot bertugas menyeduh susu hangat: (1) Tuang air hangat (2) Masukkan bubuk susu (3) Masukkan kecap asin. Langkah mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Langkah 3 (Kecap asin)"",""Langkah 1 (Air hangat)"",""Langkah 2 (Bubuk susu)""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_113","coding_debugging","Andi memakai pakaian sekolah: (1) Pakai celana (2) Pakai baju (3) Pakai sepatu di kepala. Apa yang salah?","shapes","🐞",0,0,"=",3,25,"[""Memakai baju"",""Memakai celana"",""Memakai sepatu di kepala""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_114","coding_debugging","Dino membuat sereal: (1) Tuang sereal ke mangkuk (2) Tuang susu (3) Pakai sisir untuk makan sereal. Mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Menggunakan sisir untuk makan"",""Mentuangkan susu"",""Mentuangkan sereal""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_115","coding_debugging","Petunjuk menuju dapur: 'Maju 2 langkah, lalu melompat ke genteng rumah'. Mana petunjuk yang aneh?","shapes","🐞",0,0,"=",2,25,"[""Maju 2 langkah"",""Melompat ke genteng rumah"",""Menuju dapur""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_116","coding_debugging","Ibu menggambar buah apel warna merah. Alif mewarnai daunnya dengan warna cokelat tua gelap sekali seperti tanah. Agar lebih segar, warna daun yang benar adalah...","shapes","🐞",0,0,"=",1,25,"[""Hijau"",""Hitam"",""Ungu""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_117","coding_debugging","Mobil mainan tidak bisa berjalan karena rodanya lepas. Cara memperbaiki (debugging) mobil tersebut adalah...","shapes","🐞",0,0,"=",2,25,"[""Mencuci kaca mobil"",""Memasang kembali rodanya"",""Mengecat mobil""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_118","coding_debugging","Senter tidak menyala saat ditekan tombolnya. Apa yang perlu diperiksa terlebih dahulu?","shapes","🐞",0,0,"=",2,25,"[""Warna wadah senter"",""Baterai di dalam senter"",""Tali senter""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_119","coding_debugging","Langkah mewarnai gambar: (1) Buka kotak krayon (2) Ambil krayon (3) Mewarnai dengan mata dipejamkan rapat. Mana yang keliru?","shapes","🐞",0,0,"=",3,25,"[""Ambil krayon"",""Buka kotak krayon"",""Mewarnai dengan mata dipejamkan""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_120","coding_debugging","Robot hendak menyiram bunga, tetapi malah menyiram sepatu Ayah. Kesalahan robot adalah...","shapes","🐞",0,0,"=",3,25,"[""Menyiram air"",""Menggunakan wadah siram"",""Menyiram sasaran yang salah (sepatu)""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_121","coding_debugging","Perintah memasak nasi: (1) Cuci beras (2) Masukkan ke rice cooker (3) Colokkan ke listrik (4) Masukkan mainan plastik. Langkah mana yang salah?","shapes","🐞",0,0,"=",3,25,"[""Langkah 3 (Colok listrik)"",""Langkah 1 (Cuci beras)"",""Langkah 4 (Masukkan mainan)""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_122","coding_debugging","Rani memakai baju hangat tebal saat udara di pantai sangat panas terik. Pakaian Rani...","shapes","🐞",0,0,"=",3,25,"[""Sudah sangat cocok"",""Sangat keren untuk berenang"",""Kurang tepat/salah kostum""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_123","coding_debugging","Robot berjalan lalu menabrak kursi karena tidak melihat ke depan. Apa yang harus diperbaiki dari Robot?","shapes","🐞",0,0,"=",3,25,"[""Beri robot makanan"",""Mengecat baju robot"",""Tambahkan sensor/mata untuk melihat halangan""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_debugging_124","coding_debugging","Perintah mewarnai laut: 'Warnai air laut dengan krayon warna MERAH TUA'. Agar gambar laut terlihat normal, warna krayon yang benar adalah...","shapes","🐞",0,0,"=",1,25,"[""Biru"",""Hitam"",""Kuning""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_125","coding_debugging","Urutan membuat es jus: (1) Potong buah (2) Masukkan batu bata (3) Nyalakan blender. Mana bahan yang salah?","shapes","🐞",0,0,"=",2,25,"[""Buah"",""Batu bata"",""Air""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_126","coding_debugging","Robot bertugas menyeduh susu hangat: (1) Tuang air hangat (2) Masukkan bubuk susu (3) Masukkan kecap asin. Langkah mana yang salah?","shapes","🐞",0,0,"=",2,25,"[""Langkah 2 (Bubuk susu)"",""Langkah 3 (Kecap asin)"",""Langkah 1 (Air hangat)""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_127","coding_debugging","Andi memakai pakaian sekolah: (1) Pakai celana (2) Pakai baju (3) Pakai sepatu di kepala. Apa yang salah?","shapes","🐞",0,0,"=",2,25,"[""Memakai baju"",""Memakai sepatu di kepala"",""Memakai celana""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_debugging_128","coding_debugging","Dino membuat sereal: (1) Tuang sereal ke mangkuk (2) Tuang susu (3) Pakai sisir untuk makan sereal. Mana yang salah?","shapes","🐞",0,0,"=",1,25,"[""Menggunakan sisir untuk makan"",""Mentuangkan sereal"",""Mentuangkan susu""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_debugging_129","coding_debugging","Petunjuk menuju dapur: 'Maju 2 langkah, lalu melompat ke genteng rumah'. Mana petunjuk yang aneh?","shapes","🐞",0,0,"=",2,25,"[""Menuju dapur"",""Melompat ke genteng rumah"",""Maju 2 langkah""]","Jawaban pilihan [2] adalah yang paling tepat!"
